bilayer	91
non-covalent	79
molecule	71
group	70
lipid	51
reaction	51
catalysis	49
state	48
movement	45
plasma	45
form	45
enzyme	43
double	41
organelle	41
extent	41
eukaryotic	40
rate	40
phospholipid	39
frequency	38
acid	37
contain	35
transport	35
structure	35
compound	35
chemical	34
signal	33
change	32
cellular	32
general	32
consist	31
modules	31
ion	29
small	28
pathway	28
extracellular	27
peptide	27
