amino	60
acid	53
transcription	28
regulate	22
response	22
gcn2	17
pathway	15
atf4	15
trb3	15
chop	13
starvation	12
mammals	11
signal	10
diet	10
limited	10
availability	9
oxidative	8
atf2	8
aare	7
induction	7
liver	7
stress	7
pcaf	7
phosphorylation	6
homeostasis	6
binds	6
food	6
adaptive	5
set	5
isr	5
module	5
target	5
kinase	5
jdp2	4
feedback	4
acid-regulated	4
physiological	4
prevented	4
metabolic	4
redox	4
affects	4
negative	4
amino-acid	4
myotubes	3
conditions	3
deprivation	3
evidence	3
approach	3
preference	3
understanding	3
established	3
leads	3
decrease	3
inhibit	3
participates	3
asns	2
chromatin	2
