fun	14
different	9
global	7
relaxed	6
education	6
small	5
diverse	5
challenging	5
friendly	5
interesting	5
unique	4
great	3
open	3
liberal	3
creative	3
engaging	3
accepting	3
project	3
reflection	3
cultural	3
connected	2
community	2
awarness	2
minded	2
amazing	2
involved	2
independent	2
special	2
enjoyable	2
comfortable	2
learning	2
innovative	2
safe	2
changing	2
easy	2
awesome	2
chill	1
exciting	1
based	1
leadership	1
welcoming	1
calm	1
focused	1
cliquey	1
hard	1
discovery	1
close-knit	1
work	1
necrotic	1
unrealistic	1
immersive	1
life	1
soft	1
efficient	1
advanced	1
