cdna	33
transcripts	30
genome	27
cancer	26
tetraspanin	23
clone	22
full-length	21
tspan-1	18
carcinoma	18
gastric	16
risa	15
hthtr-1	15
new	15
resource	14
hcc	14
rna	13
generate	13
family	12
transcriptome	12
overexpressed	12
net-1	12
differential	12
provide	11
reveals	11
mammalian	11
project	11
collected	11
tissue	11
database	10
integrin	10
tumor	10
regulate	9
cervical	9
information	9
cluster	9
detect	8
site	8
compared	8
retinal	8
