liver	48
hcc	47
tumor	37
hepatocyte	35
signature	33
transcript	31
cancer	30
mrna	26
hepatocellular	24
carcinoma	24
signal	24
differential	23
tgf-β	22
icc	21
hepatic	20
growth	17
marker	16
pathway	16
stroma	16
line	14
target	14
provide	14
prognosis	14
tissue	14
clinical	13
correlated	13
change	13
genomic	12
relevant	11
late	11
microarray	11
set	11
survival	11
stage	11
mir-122	10
β-catenin	10
treatment	10
profile	10
combined	10
tgf-beta	10
apoptosis	10
proliferation	10
