dopamine	29
vesicular	22
transport	21
monoamine	12
vesicle	10
vmat2	10
puma	9
toxicant	9
death	9
pathway	8
response	8
release	8
neuron	7
upr	7
neurotransmitter	7
loss	6
assay	6
6-ohda	6
uptake	6
p53	6
parkinson's	5
plasma	5
nrf2	5
6-ohda-induced	5
mediate	5
enhances	5
measure	5
dopaminergic	5
cultures	5
disrupt	5
stress	5
packages	4
parkinson	4
cause	4
oxidized	4
1-octen-3-ol	4
mpp(	4
agent	4
model	4
damage	4
autoimmune	4
compound	4
capacity	4
signaling	4
primary	4
cytosol	4
impair	3
eae	3
experimental	3
environmental	3
common	3
generate	3
nigra	3
compared	3
apoptosis	3
vmat	3
proper	3
target	3
mptp	3
symptoms	3
atf3	3
hypothesis	3
neurodegeneration	3
upregulated	3
substantia	3
live	3
rigidity	2
