gene 145
word 133
the 125
genes2wordcloud 99
pubmed 71
to 65
a 46
of 44
abstracts 40
is 38
wordcloud 36
and 26
you 22
in 21
us 20
are 18
on 18
for 18
or 17
as 15
term 15
be 15
your 15
from 14
keywords 13
by 11
remove 11
that 11
file 11
general 10
create 10
with 10
it 10
this 10
path 9
text 9
annotation 8
need 8
stem 8
an 8
