molecule	76
non-covalent	65
group	64
plasma	61
bilayer	60
ion	53
reaction	50
movement	46
rna	45
contain	45
catalysis	43
enzyme	43
state	43
form	42
transport	42
signal	42
rate	41
change	41
structure	40
nucleus	39
extent	38
lipid	38
frequency	37
general	37
organelle	36
eukaryotic	33
cytoplasm	33
axon	30
small	30
neuron	30
extracellular	28
directs	28
exclude	27
compound	27
content	27
pore	26
nerve	26
