subunit	202
mitochondrial	169
regulate	156
genome	155
paralog	147
duplication	145
arose	145
whole	142
response	119
stress	118
ribosome	99
homolog	94
transcripts	93
bind	87
replication	84
localized	80
transport	76
form	69
oxidizes	68
vacuolar	63
member	62
component	61
growth	60
acid	57
cytoplasm	56
assembly	55
domain	55
family	52
mammalian	52
pathway	48
phosphorylated	48
mutant	47
catalyze	46
contain	46
abundant	42
mrna	41
