klf4	424
pluripotent	259
stem	255
reprogram	228
differential	214
transcript	187
general	124
sox2	114
cancer	105
embryonic	102
regulate	100
oct4	98
fibroblast	89
ipsc	81
c-myc	73
marker	73
somatic	72
efficient	61
line	55
tissue	54
krüppel-like	52
nanog	52
target	51
induction	46
tumor	45
vitro	44
proliferate	43
inhibit	42
state	40
model	38
compare	38
overexpress	38
bind	36
culture	36
provide	36
colorectal	35
