signal	116
pathway	97
regulate	67
phosphorylated	61
cancer	47
inhibit	45
transcription	39
mediate	36
par-4	33
il-6	31
tumor	31
growth	30
apoptosis	29
receptor	28
response	28
target	25
stat-3	25
kinase	25
differentiated	24
proliferation	23
enhance	20
stimulate	19
modulate	18
lead	18
constitutes	18
induction	17
leptin	17
decrease	16
transform	15
stem	15
carcinoma	15
reduce	15
bind	14
treatment	14
tyrosine	14
