genetic	59
translation	49
ribosome	42
energy	38
acid	37
biosynthesis	33
amino	26
carbohydrate	21
system	20
photosynthesis	20
environmental	20
organismal	18
adaptation	18
interaction	17
transport	17
plant-pathogen	16
protein	14
lipid	12
degradation	11
vitamin	11
cofactors	10
cellular	9
organisms	9
terpenoid	9
photosynthetic	9
catabolism	9
carbon	9
rna	9
fixation	9
metabolites	8
secondary	8
sorting	8
antenna	8
folding	8
gluconeogenesis	7
nucleotide	7
pentose	7
