medewerker	6
competentie	3
functioneren	3
weten	3
datum	3
leidinggevende	3
sterke	3
punten	3
opleiding	2
toekomst	2
training	2
aandachtspunten	2
welke	2
samenwerken	2
takenpakket	2
kennis	2
programmeur	2
waardering	2
opmaak	2
analist	2
beschikbaar	1
beweegt	1
informaticadienst	1
ten	1
opzichte	1
afspraken	1
vroeger	1
functie	1
zwakke	1
materiaal	1
betreffende	1
uitvoeren	1
resultaten	1
collega	1
taken	1
gemaakte	1
organisatie	1
pagina	1
ict	1
zie	1
beïnvloeden	1
page	1
status	1
vanaf	1
geldig	1
versie	1
goedgekeurd	1
positief	1
